NCTETID,DISTRICT,CLASS_11,CLASS_12,CLASS_13,SCHOOLYEAR_SP,OBSID,RATERID,OBSYEAR,OBSMONTH,OBSDAY,CHAPNUM,CLPC,CLNC,CLTS,CLRSP,CLBM,CLPRDT,CLILF,CLCU,CLAPS,CLQF,CLINSTD,CLSTENG,SCHOOLID
11067,11,0,1,0,2012,2299,15,2011,12,9,4,5.0,1.0,5.0,5.0,6.0,7.0,4.0,4.0,4.0,5.0,3.0,4.0,1104.0
11067,11,0,1,0,2012,2585,16,2012,1,25,1,5.0,1.0,5.0,3.0,7.0,6.0,5.0,5.0,3.0,4.0,4.0,6.0,1104.0
11067,11,0,1,0,2012,2585,16,2012,1,25,2,5.0,1.0,6.0,3.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,1104.0
11067,11,0,1,0,2012,2585,16,2012,1,25,3,5.0,1.0,5.0,4.0,6.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,1104.0
11067,11,0,1,0,2012,2851,4,2012,3,16,1,3.0,1.0,4.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,5.0,5.0,1104.0
11067,11,0,1,0,2012,2851,4,2012,3,16,2,3.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,4.0,5.0,5.0,1104.0
11067,11,0,1,0,2012,2851,4,2012,3,16,3,3.0,2.0,4.0,4.0,5.0,6.0,4.0,3.0,3.0,4.0,5.0,5.0,1104.0
11068,11,0,1,0,2012,2254,16,2011,12,7,1,6.0,1.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,1102.0
11068,11,0,1,0,2012,2254,16,2011,12,7,2,6.0,1.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,1102.0
11068,11,0,1,0,2012,2468,15,2012,1,12,1,3.0,1.0,4.0,3.0,7.0,6.0,3.0,4.0,2.0,3.0,2.0,4.0,1102.0
11068,11,0,1,0,2012,2468,15,2012,1,12,2,3.0,4.0,4.0,3.0,7.0,6.0,3.0,4.0,3.0,4.0,2.0,5.0,1102.0
11068,11,0,1,0,2012,2468,15,2012,1,12,4,4.0,2.0,4.0,4.0,7.0,7.0,3.0,5.0,3.0,3.0,2.0,4.0,1102.0
11068,11,0,1,0,2012,2468,15,2012,1,12,5,3.0,1.0,3.0,4.0,7.0,6.0,3.0,4.0,2.0,3.0,1.0,4.0,1102.0
11068,11,0,1,0,2012,2468,15,2012,1,12,6,4.0,2.0,4.0,3.0,7.0,6.0,3.0,4.0,2.0,4.0,,5.0,1102.0
11068,11,0,1,0,2012,2929,4,2012,4,4,1,4.0,1.0,4.0,3.0,7.0,7.0,4.0,3.0,3.0,3.0,3.0,6.0,1102.0
11068,11,0,1,0,2012,2929,4,2012,4,4,2,3.0,1.0,4.0,3.0,6.0,7.0,3.0,3.0,2.0,3.0,3.0,5.0,1102.0
11068,11,0,1,0,2012,2929,4,2012,4,4,3,3.0,1.0,4.0,3.0,5.0,6.0,4.0,3.0,3.0,3.0,3.0,6.0,1102.0
11069,11,0,1,0,2012,2196,13,2011,11,29,1,5.0,1.0,7.0,2.0,7.0,7.0,5.0,5.0,3.0,3.0,4.0,5.0,1116.0
11069,11,0,1,0,2012,2196,13,2011,11,29,2,5.0,1.0,5.0,4.0,7.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,1116.0
11069,11,0,1,0,2012,2196,13,2011,11,29,3,3.0,3.0,6.0,3.0,5.0,6.0,5.0,3.0,5.0,4.0,5.0,4.0,1116.0
11069,11,0,1,0,2012,2196,13,2011,11,29,4,3.0,3.0,7.0,2.0,5.0,6.0,4.0,3.0,2.0,1.0,2.0,4.0,1116.0
11069,11,0,1,0,2012,2424,11,2012,1,6,1,5.0,1.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,1116.0
11069,11,0,1,0,2012,2424,11,2012,1,6,2,5.0,1.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,1116.0
11069,11,0,1,0,2012,2424,11,2012,1,6,3,5.0,1.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,1116.0
11069,11,0,1,0,2012,2424,11,2012,1,6,4,5.0,1.0,5.0,4.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,5.0,1116.0
11069,11,0,1,0,2012,2687,4,2012,2,16,1,3.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,5.0,1116.0
11069,11,0,1,0,2012,2687,4,2012,2,16,2,3.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,1116.0
11069,11,0,1,0,2012,2687,4,2012,2,16,3,4.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,1116.0
11069,11,0,1,0,2012,2687,4,2012,2,16,4,4.0,1.0,5.0,5.0,6.0,6.0,5.0,4.0,3.0,5.0,5.0,6.0,1116.0
11070,11,0,1,1,2012,2374,8,2011,12,14,1,5.0,1.0,4.0,3.0,6.0,6.0,4.0,3.0,3.0,4.0,4.0,5.0,1109.0
11070,11,0,1,1,2012,2374,8,2011,12,14,2,5.0,1.0,4.0,3.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,5.0,1109.0
11070,11,0,1,1,2012,2374,8,2011,12,14,3,5.0,1.0,4.0,3.0,6.0,6.0,4.0,3.0,3.0,4.0,4.0,5.0,1109.0
11070,11,0,1,1,2012,2374,8,2011,12,14,4,5.0,1.0,4.0,3.0,6.0,6.0,4.0,3.0,3.0,4.0,4.0,6.0,1109.0
11070,11,0,1,1,2012,2374,8,2011,12,14,5,5.0,1.0,4.0,3.0,6.0,6.0,4.0,4.0,3.0,4.0,4.0,6.0,1109.0
11070,11,0,1,1,2012,2588,9,2012,1,27,1,4.0,1.0,5.0,2.0,7.0,7.0,5.0,4.0,3.0,5.0,5.0,6.0,1109.0
11070,11,0,1,1,2012,2588,9,2012,1,27,3,3.0,1.0,5.0,2.0,7.0,6.0,3.0,3.0,3.0,3.0,2.0,5.0,1109.0
11070,11,0,1,1,2012,2588,9,2012,1,27,4,4.0,1.0,5.0,3.0,7.0,6.0,4.0,5.0,2.0,5.0,5.0,5.0,1109.0
11070,11,0,1,1,2012,2588,9,2012,1,27,5,3.0,1.0,4.0,2.0,7.0,7.0,3.0,2.0,3.0,3.0,2.0,5.0,1109.0
11070,11,0,1,1,2012,2853,3,2012,3,15,1,5.0,1.0,5.0,5.0,7.0,7.0,5.0,5.0,4.0,5.0,5.0,6.0,1109.0
11070,11,0,1,1,2012,2853,3,2012,3,15,2,5.0,1.0,6.0,5.0,7.0,7.0,5.0,4.0,4.0,5.0,5.0,6.0,1109.0
11070,11,0,1,1,2012,2853,3,2012,3,15,3,4.0,1.0,4.0,5.0,7.0,7.0,6.0,4.0,4.0,5.0,5.0,6.0,1109.0
11070,11,0,1,1,2012,2853,3,2012,3,15,4,5.0,1.0,5.0,6.0,7.0,7.0,5.0,4.0,5.0,6.0,6.0,6.0,1109.0
11070,11,0,1,1,2013,4109,16,2012,11,19,1,3.0,1.0,4.0,3.0,7.0,7.0,4.0,4.0,4.0,3.0,4.0,7.0,1109.0
11070,11,0,1,1,2013,4109,16,2012,11,19,2,3.0,1.0,4.0,3.0,7.0,7.0,5.0,5.0,4.0,4.0,5.0,7.0,1109.0
11070,11,0,1,1,2013,4245,15,2012,12,12,1,3.0,2.0,5.0,4.0,6.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,1109.0
11070,11,0,1,1,2013,4245,15,2012,12,12,2,4.0,1.0,4.0,3.0,7.0,7.0,4.0,4.0,4.0,5.0,4.0,5.0,1109.0
11070,11,0,1,1,2013,4245,15,2012,12,12,3,5.0,1.0,4.0,5.0,6.0,7.0,6.0,4.0,4.0,4.0,4.0,6.0,1109.0
11070,11,0,1,1,2013,4245,15,2012,12,12,4,5.0,1.0,4.0,5.0,6.0,5.0,5.0,4.0,3.0,4.0,5.0,6.0,1109.0
11070,11,0,1,1,2013,4632,4,2013,3,7,1,5.0,1.0,5.0,5.0,7.0,7.0,5.0,6.0,5.0,4.0,6.0,7.0,1109.0
11070,11,0,1,1,2013,4632,4,2013,3,7,2,5.0,1.0,5.0,5.0,7.0,7.0,5.0,6.0,5.0,5.0,6.0,7.0,1109.0
11070,11,0,1,1,2013,4632,4,2013,3,7,3,4.0,1.0,5.0,5.0,7.0,7.0,5.0,6.0,4.0,5.0,6.0,7.0,1109.0
11070,11,0,1,1,2013,4632,4,2013,3,7,4,5.0,1.0,5.0,5.0,7.0,7.0,5.0,6.0,5.0,5.0,6.0,7.0,1109.0
11071,11,0,1,0,2012,2396,17,2011,12,20,1,4.0,2.0,4.0,2.0,6.0,7.0,4.0,5.0,3.0,4.0,4.0,5.0,1107.0
11071,11,0,1,0,2012,2396,17,2011,12,20,2,4.0,1.0,4.0,3.0,6.0,7.0,4.0,6.0,3.0,5.0,4.0,4.0,1107.0
11071,11,0,1,0,2012,2396,17,2011,12,20,3,5.0,1.0,4.0,3.0,6.0,7.0,4.0,5.0,3.0,4.0,3.0,4.0,1107.0
11071,11,0,1,0,2012,2396,17,2011,12,20,4,4.0,2.0,4.0,3.0,6.0,7.0,4.0,6.0,3.0,4.0,3.0,5.0,1107.0
11071,11,0,1,0,2012,2396,17,2011,12,20,5,4.0,1.0,4.0,3.0,6.0,7.0,4.0,5.0,3.0,4.0,2.0,4.0,1107.0
11071,11,0,1,0,2012,2396,17,2011,12,20,6,4.0,1.0,4.0,3.0,6.0,7.0,4.0,4.0,1.0,4.0,2.0,3.0,1107.0
11071,11,0,1,0,2012,2563,13,2012,1,24,2,4.0,2.0,5.0,1.0,6.0,7.0,5.0,4.0,2.0,3.0,4.0,4.0,1107.0
11071,11,0,1,0,2012,2563,13,2012,1,24,3,4.0,1.0,5.0,2.0,7.0,7.0,4.0,5.0,2.0,2.0,1.0,3.0,1107.0
11071,11,0,1,0,2012,2563,13,2012,1,24,4,4.0,2.0,7.0,2.0,7.0,7.0,3.0,5.0,4.0,2.0,3.0,3.0,1107.0
11071,11,0,1,0,2012,2563,13,2012,1,24,5,4.0,2.0,5.0,2.0,6.0,6.0,4.0,5.0,3.0,4.0,3.0,3.0,1107.0
11071,11,0,1,0,2012,2563,13,2012,1,24,6,5.0,2.0,6.0,2.0,7.0,7.0,4.0,4.0,5.0,3.0,4.0,4.0,1107.0
11071,11,0,1,0,2012,2818,12,2012,3,13,1,6.0,1.0,3.0,2.0,6.0,6.0,3.0,3.0,3.0,2.0,2.0,5.0,1107.0
11071,11,0,1,0,2012,2818,12,2012,3,13,2,6.0,1.0,2.0,2.0,7.0,7.0,3.0,3.0,2.0,2.0,2.0,5.0,1107.0
11071,11,0,1,0,2012,2818,12,2012,3,13,3,5.0,1.0,2.0,1.0,6.0,7.0,4.0,2.0,2.0,3.0,4.0,6.0,1107.0
11071,11,0,1,0,2012,2818,12,2012,3,13,4,6.0,1.0,3.0,3.0,6.0,6.0,5.0,4.0,2.0,3.0,3.0,6.0,1107.0
11072,11,0,1,1,2012,2252,9,2011,12,5,1,2.0,1.0,3.0,2.0,7.0,7.0,2.0,3.0,2.0,3.0,2.0,4.0,1113.0
11072,11,0,1,1,2012,2252,9,2011,12,5,2,3.0,1.0,5.0,2.0,7.0,5.0,2.0,3.0,2.0,4.0,3.0,5.0,1113.0
11072,11,0,1,1,2012,2252,9,2011,12,5,3,2.0,1.0,2.0,1.0,7.0,5.0,2.0,2.0,2.0,3.0,2.0,4.0,1113.0
11072,11,0,1,1,2012,2252,9,2011,12,5,4,2.0,1.0,2.0,,7.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,1113.0
11072,11,0,1,1,2012,2643,8,2012,2,6,1,4.0,1.0,4.0,3.0,7.0,7.0,5.0,3.0,3.0,3.0,3.0,5.0,1113.0
11072,11,0,1,1,2012,2643,8,2012,2,6,2,4.0,1.0,4.0,3.0,7.0,7.0,5.0,3.0,4.0,3.0,4.0,5.0,1113.0
11072,11,0,1,1,2012,2643,8,2012,2,6,3,4.0,1.0,4.0,3.0,7.0,7.0,5.0,3.0,4.0,3.0,3.0,5.0,1113.0
11072,11,0,1,1,2012,2755,4,2012,2,28,1,2.0,1.0,4.0,2.0,7.0,7.0,4.0,3.0,2.0,3.0,4.0,6.0,1113.0
11072,11,0,1,1,2012,2755,4,2012,2,28,2,3.0,1.0,4.0,4.0,7.0,7.0,5.0,4.0,3.0,3.0,5.0,6.0,1113.0
11072,11,0,1,1,2012,2755,4,2012,2,28,3,3.0,1.0,4.0,4.0,7.0,7.0,4.0,3.0,3.0,4.0,4.0,6.0,1113.0
11072,11,0,1,1,2012,2755,4,2012,2,28,4,3.0,1.0,4.0,3.0,5.0,6.0,4.0,3.0,2.0,4.0,4.0,5.0,1113.0
11072,11,0,1,1,2013,4085,16,2012,11,13,1,3.0,1.0,4.0,2.0,7.0,6.0,4.0,4.0,3.0,3.0,3.0,6.0,1113.0
11072,11,0,1,1,2013,4085,16,2012,11,13,2,3.0,1.0,3.0,2.0,7.0,7.0,4.0,4.0,3.0,3.0,4.0,6.0,1113.0
11072,11,0,1,1,2013,4085,16,2012,11,13,3,3.0,1.0,3.0,2.0,7.0,7.0,4.0,4.0,3.0,3.0,4.0,6.0,1113.0
11072,11,0,1,1,2013,4085,16,2012,11,13,4,4.0,1.0,4.0,2.0,7.0,7.0,4.0,5.0,4.0,4.0,4.0,6.0,1113.0
11072,11,0,1,1,2013,4414,4,2013,1,24,1,4.0,1.0,5.0,3.0,7.0,7.0,5.0,4.0,3.0,4.0,5.0,7.0,1113.0
11072,11,0,1,1,2013,4414,4,2013,1,24,2,4.0,1.0,5.0,3.0,6.0,7.0,5.0,4.0,4.0,4.0,5.0,6.0,1113.0
11072,11,0,1,1,2013,4414,4,2013,1,24,3,4.0,1.0,5.0,3.0,7.0,7.0,5.0,5.0,4.0,4.0,5.0,6.0,1113.0
11072,11,0,1,1,2013,4414,4,2013,1,24,4,4.0,1.0,5.0,3.0,7.0,7.0,5.0,5.0,3.0,5.0,5.0,7.0,1113.0
11072,11,0,1,1,2013,4635,8,2013,3,5,1,3.0,1.0,4.0,2.0,7.0,7.0,4.0,3.0,3.0,2.0,3.0,4.0,1113.0
11072,11,0,1,1,2013,4635,8,2013,3,5,2,3.0,1.0,5.0,3.0,7.0,7.0,4.0,3.0,3.0,3.0,3.0,4.0,1113.0
11072,11,0,1,1,2013,4635,8,2013,3,5,3,3.0,1.0,3.0,2.0,7.0,7.0,3.0,3.0,3.0,2.0,3.0,4.0,1113.0
11072,11,0,1,1,2013,4635,8,2013,3,5,4,3.0,1.0,4.0,2.0,7.0,7.0,4.0,3.0,3.0,2.0,3.0,4.0,1113.0
11073,11,0,1,0,2012,2201,9,2011,12,2,1,3.0,1.0,4.0,2.0,7.0,6.0,3.0,3.0,2.0,4.0,3.0,4.0,1114.0
11073,11,0,1,0,2012,2201,9,2011,12,2,2,3.0,1.0,4.0,2.0,7.0,7.0,4.0,3.0,2.0,3.0,3.0,6.0,1114.0
11073,11,0,1,0,2012,2201,9,2011,12,2,3,3.0,2.0,5.0,2.0,6.0,7.0,3.0,3.0,2.0,3.0,4.0,6.0,1114.0
11073,11,0,1,0,2012,2472,11,2012,1,12,1,5.0,1.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,1114.0
11073,11,0,1,0,2012,2472,11,2012,1,12,2,5.0,1.0,5.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,1114.0
11073,11,0,1,0,2012,2472,11,2012,1,12,3,5.0,2.0,4.0,5.0,4.0,6.0,5.0,4.0,5.0,5.0,4.0,5.0,1114.0
11073,11,0,1,0,2012,2472,11,2012,1,12,4,5.0,1.0,5.0,3.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,1114.0
11073,11,0,1,0,2012,2696,16,2012,2,15,1,6.0,1.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,7.0,1114.0
11073,11,0,1,0,2012,2696,16,2012,2,15,2,6.0,1.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,1114.0
11073,11,0,1,0,2012,2696,16,2012,2,15,3,7.0,1.0,7.0,3.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,7.0,1114.0
11074,11,0,1,0,2012,2200,15,2011,12,1,1,5.0,1.0,5.0,4.0,6.0,6.0,5.0,3.0,1.0,4.0,5.0,5.0,1111.0
11074,11,0,1,0,2012,2200,15,2011,12,1,2,4.0,1.0,3.0,2.0,6.0,6.0,4.0,3.0,1.0,3.0,3.0,4.0,1111.0
11074,11,0,1,0,2012,2200,15,2011,12,1,3,4.0,1.0,4.0,3.0,6.0,6.0,4.0,3.0,1.0,3.0,5.0,5.0,1111.0
11074,11,0,1,0,2012,2535,16,2012,1,19,1,4.0,1.0,5.0,2.0,7.0,7.0,6.0,6.0,3.0,5.0,4.0,6.0,1111.0
11074,11,0,1,0,2012,2535,16,2012,1,19,2,4.0,1.0,6.0,3.0,7.0,7.0,6.0,6.0,4.0,4.0,5.0,6.0,1111.0
11074,11,0,1,0,2012,2777,4,2012,3,2,1,4.0,1.0,5.0,4.0,7.0,7.0,5.0,4.0,3.0,5.0,5.0,6.0,1111.0
11074,11,0,1,0,2012,2777,4,2012,3,2,2,4.0,1.0,5.0,4.0,7.0,7.0,5.0,4.0,3.0,5.0,5.0,6.0,1111.0
11074,11,0,1,0,2012,2777,4,2012,3,2,3,4.0,1.0,5.0,4.0,7.0,7.0,5.0,4.0,3.0,5.0,5.0,6.0,1111.0
11075,11,0,1,1,2012,2395,15,2011,12,19,1,4.0,3.0,5.0,5.0,5.0,6.0,5.0,4.0,3.0,4.0,5.0,5.0,1109.0
11075,11,0,1,1,2012,2395,15,2011,12,19,2,5.0,1.0,6.0,5.0,5.0,6.0,5.0,4.0,2.0,6.0,5.0,6.0,1109.0
11075,11,0,1,1,2012,2395,15,2011,12,19,3,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,1109.0
11075,11,0,1,1,2012,2395,15,2011,12,19,4,5.0,2.0,5.0,5.0,5.0,6.0,4.0,4.0,3.0,5.0,6.0,5.0,1109.0
11075,11,0,1,1,2012,2569,9,2012,1,23,1,3.0,1.0,4.0,3.0,7.0,7.0,5.0,3.0,2.0,5.0,4.0,6.0,1109.0
11075,11,0,1,1,2012,2569,9,2012,1,23,2,5.0,1.0,5.0,3.0,7.0,6.0,4.0,3.0,2.0,3.0,4.0,7.0,1109.0
11075,11,0,1,1,2012,2569,9,2012,1,23,3,3.0,2.0,5.0,3.0,5.0,6.0,3.0,4.0,3.0,4.0,3.0,6.0,1109.0
11075,11,0,1,1,2012,2569,9,2012,1,23,4,5.0,1.0,5.0,3.0,6.0,6.0,4.0,4.0,3.0,6.0,5.0,6.0,1109.0
11075,11,0,1,1,2012,2569,9,2012,1,23,5,3.0,1.0,3.0,3.0,6.0,6.0,4.0,3.0,3.0,3.0,5.0,5.0,1109.0
11075,11,0,1,1,2012,2786,17,2012,3,5,1,5.0,1.0,6.0,5.0,6.0,6.0,4.0,5.0,3.0,5.0,4.0,4.0,1109.0
11075,11,0,1,1,2012,2786,17,2012,3,5,2,5.0,1.0,4.0,4.0,6.0,7.0,4.0,5.0,4.0,5.0,4.0,4.0,1109.0
11075,11,0,1,1,2012,2786,17,2012,3,5,3,5.0,2.0,4.0,3.0,6.0,7.0,4.0,4.0,4.0,5.0,4.0,4.0,1109.0
11075,11,0,1,1,2012,2786,17,2012,3,5,4,5.0,1.0,5.0,3.0,5.0,7.0,4.0,5.0,3.0,5.0,4.0,4.0,1109.0
11075,11,0,1,1,2012,2786,17,2012,3,5,5,4.0,2.0,4.0,4.0,5.0,6.0,4.0,5.0,2.0,5.0,4.0,4.0,1109.0
11075,11,0,1,1,2013,4108,8,2012,11,19,1,4.0,2.0,5.0,4.0,7.0,7.0,5.0,4.0,4.0,3.0,4.0,5.0,1109.0
11075,11,0,1,1,2013,4108,8,2012,11,19,2,3.0,2.0,4.0,3.0,7.0,7.0,5.0,3.0,3.0,3.0,4.0,5.0,1109.0
11075,11,0,1,1,2013,4108,8,2012,11,19,3,3.0,2.0,4.0,3.0,7.0,7.0,5.0,3.0,3.0,3.0,4.0,5.0,1109.0
11075,11,0,1,1,2013,4108,8,2012,11,19,4,3.0,2.0,4.0,4.0,6.0,6.0,5.0,3.0,3.0,3.0,4.0,5.0,1109.0
11075,11,0,1,1,2013,4243,4,2012,12,12,1,4.0,1.0,4.0,4.0,6.0,6.0,4.0,4.0,4.0,5.0,6.0,6.0,1109.0
11075,11,0,1,1,2013,4243,4,2012,12,12,2,5.0,1.0,6.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,1109.0
11075,11,0,1,1,2013,4243,4,2012,12,12,3,4.0,1.0,5.0,5.0,7.0,7.0,5.0,5.0,4.0,5.0,5.0,6.0,1109.0
11075,11,0,1,1,2013,4631,8,2013,3,7,1,5.0,1.0,5.0,3.0,7.0,7.0,5.0,3.0,3.0,3.0,5.0,5.0,1109.0
11075,11,0,1,1,2013,4631,8,2013,3,7,2,5.0,1.0,6.0,4.0,7.0,7.0,5.0,3.0,3.0,3.0,5.0,5.0,1109.0
11075,11,0,1,1,2013,4631,8,2013,3,7,3,5.0,1.0,5.0,3.0,7.0,7.0,5.0,3.0,4.0,4.0,4.0,5.0,1109.0
11075,11,0,1,1,2013,4631,8,2013,3,7,4,5.0,1.0,5.0,3.0,7.0,7.0,5.0,3.0,4.0,4.0,5.0,5.0,1109.0
11076,11,0,1,0,2012,2296,8,2011,12,9,1,5.0,1.0,4.0,2.0,7.0,7.0,4.0,3.0,2.0,3.0,3.0,4.0,1104.0
11076,11,0,1,0,2012,2296,8,2011,12,9,2,5.0,1.0,4.0,2.0,7.0,7.0,4.0,3.0,3.0,3.0,3.0,5.0,1104.0
11076,11,0,1,0,2012,2296,8,2011,12,9,3,5.0,1.0,4.0,3.0,7.0,7.0,4.0,4.0,3.0,4.0,4.0,5.0,1104.0
11076,11,0,1,0,2012,2296,8,2011,12,9,4,5.0,1.0,4.0,3.0,7.0,7.0,4.0,3.0,3.0,4.0,4.0,5.0,1104.0
11076,11,0,1,0,2012,2483,1,2012,1,13,1,6.0,1.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,1104.0
11076,11,0,1,0,2012,2483,1,2012,1,13,2,6.0,1.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,5.0,1104.0
11076,11,0,1,0,2012,2483,1,2012,1,13,3,5.0,1.0,4.0,5.0,6.0,7.0,5.0,5.0,5.0,4.0,5.0,5.0,1104.0
11076,11,0,1,0,2012,2483,1,2012,1,13,4,5.0,1.0,4.0,4.0,6.0,7.0,4.0,5.0,4.0,4.0,5.0,4.0,1104.0
11076,11,0,1,0,2012,2852,12,2012,3,16,1,7.0,1.0,5.0,5.0,7.0,6.0,3.0,4.0,4.0,5.0,5.0,6.0,1104.0
11076,11,0,1,0,2012,2852,12,2012,3,16,2,7.0,1.0,5.0,5.0,6.0,6.0,2.0,4.0,4.0,5.0,4.0,5.0,1104.0
11076,11,0,1,0,2012,2852,12,2012,3,16,3,7.0,1.0,6.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,1104.0
11077,11,0,1,1,2012,2192,3,2011,11,30,1,5.0,1.0,4.0,3.0,7.0,7.0,5.0,4.0,4.0,4.0,3.0,5.0,1113.0
11077,11,0,1,1,2012,2192,3,2011,11,30,2,4.0,1.0,5.0,5.0,7.0,6.0,5.0,4.0,4.0,3.0,4.0,4.0,1113.0
11077,11,0,1,1,2012,2192,3,2011,11,30,3,4.0,2.0,5.0,5.0,6.0,7.0,5.0,4.0,4.0,4.0,3.0,6.0,1113.0
11077,11,0,1,1,2012,2192,3,2011,11,30,4,5.0,2.0,5.0,4.0,6.0,7.0,6.0,4.0,4.0,4.0,4.0,6.0,1113.0
11077,11,0,1,1,2012,2459,10,2012,1,10,1,3.0,1.0,5.0,3.0,7.0,7.0,5.0,5.0,2.0,5.0,3.0,5.0,1113.0
11077,11,0,1,1,2012,2459,10,2012,1,10,2,3.0,1.0,4.0,3.0,7.0,7.0,4.0,3.0,1.0,4.0,2.0,4.0,1113.0
11077,11,0,1,1,2012,2459,10,2012,1,10,3,4.0,1.0,5.0,5.0,7.0,7.0,4.0,3.0,4.0,6.0,5.0,6.0,1113.0
11077,11,0,1,1,2012,2459,10,2012,1,10,4,3.0,1.0,5.0,2.0,7.0,7.0,4.0,2.0,2.0,6.0,3.0,4.0,1113.0
11077,11,0,1,1,2012,2759,8,2012,2,28,1,5.0,1.0,5.0,3.0,7.0,7.0,5.0,3.0,3.0,2.0,3.0,5.0,1113.0
11077,11,0,1,1,2012,2759,8,2012,2,28,2,5.0,1.0,5.0,3.0,7.0,7.0,5.0,4.0,3.0,3.0,3.0,5.0,1113.0
11077,11,0,1,1,2012,2759,8,2012,2,28,3,5.0,1.0,5.0,3.0,7.0,7.0,6.0,4.0,3.0,4.0,3.0,5.0,1113.0
11077,11,0,1,1,2012,2759,8,2012,2,28,4,5.0,1.0,5.0,3.0,7.0,7.0,6.0,4.0,3.0,3.0,3.0,5.0,1113.0
11077,11,0,1,1,2013,4084,9,2012,11,13,1,4.0,1.0,3.0,3.0,7.0,6.0,3.0,5.0,3.0,3.0,2.0,5.0,1113.0
11077,11,0,1,1,2013,4084,9,2012,11,13,2,4.0,1.0,4.0,2.0,7.0,7.0,4.0,5.0,3.0,3.0,4.0,5.0,1113.0
11077,11,0,1,1,2013,4084,9,2012,11,13,3,4.0,1.0,3.0,2.0,7.0,7.0,4.0,3.0,3.0,2.0,3.0,5.0,1113.0
11077,11,0,1,1,2013,4084,9,2012,11,13,4,2.0,1.0,3.0,3.0,7.0,7.0,4.0,3.0,2.0,2.0,2.0,6.0,1113.0
11077,11,0,1,1,2013,4242,4,2012,12,11,1,4.0,1.0,5.0,3.0,7.0,7.0,5.0,4.0,3.0,4.0,5.0,6.0,1113.0
11077,11,0,1,1,2013,4242,4,2012,12,11,2,5.0,1.0,5.0,3.0,7.0,7.0,5.0,5.0,4.0,4.0,5.0,6.0,1113.0
11077,11,0,1,1,2013,4242,4,2012,12,11,3,4.0,1.0,5.0,5.0,6.0,7.0,5.0,5.0,5.0,4.0,5.0,6.0,1113.0
11077,11,0,1,1,2013,4242,4,2012,12,11,4,4.0,1.0,5.0,4.0,6.0,7.0,5.0,5.0,3.0,4.0,5.0,6.0,1113.0
11077,11,0,1,1,2013,4629,8,2013,3,5,1,4.0,1.0,4.0,3.0,7.0,7.0,4.0,3.0,3.0,3.0,4.0,5.0,1113.0
11077,11,0,1,1,2013,4629,8,2013,3,5,2,3.0,1.0,3.0,3.0,6.0,7.0,4.0,3.0,3.0,2.0,3.0,4.0,1113.0
11077,11,0,1,1,2013,4629,8,2013,3,5,3,3.0,2.0,4.0,3.0,5.0,7.0,4.0,3.0,3.0,2.0,3.0,4.0,1113.0
11077,11,0,1,1,2013,4629,8,2013,3,5,4,3.0,2.0,4.0,3.0,6.0,6.0,4.0,3.0,3.0,2.0,3.0,4.0,1113.0
12001,12,1,1,0,2011,41,17,2010,12,16,1,5.0,1.0,5.0,6.0,5.0,7.0,4.0,6.0,2.0,5.0,4.0,4.0,1209.0
12001,12,1,1,0,2011,41,17,2010,12,16,2,6.0,1.0,5.0,5.0,5.0,6.0,4.0,4.0,1.0,6.0,4.0,5.0,1209.0
